txn_id,account_id,user_id,amount,merchant_category,txn_time,txn_location,is_international,status,is_fraud
T7710,A282,U193,8362.57,shopping,2026-01-23 16:39:58.249568,Kanpur,0,success,0
T7711,A282,U193,7744.26,groceries,2026-02-20 03:39:58.249568,Bangalore,0,success,0
T7712,A282,U193,5441.39,groceries,2026-01-03 16:39:58.249568,Mumbai,0,success,0
T7713,A282,U193,813.88,travel,2026-01-29 16:39:58.249568,Pune,0,success,0
T7714,A282,U193,6213.14,electronics,2026-02-11 16:39:58.249568,Hyderabad,0,success,0
T7715,A282,U193,6960.45,food,2025-12-31 16:39:58.249568,Hyderabad,0,success,0
T7716,A282,U193,8096.89,entertainment,2026-01-17 16:39:58.249568,Hyderabad,0,success,0
T7717,A282,U193,2491.04,shopping,2025-12-31 16:39:58.249568,Pune,0,success,0
T7718,A282,U193,451.68,food,2025-12-31 16:39:58.249568,Delhi,0,success,0
T7719,A282,U193,49480.085085577855,entertainment,2025-12-23 16:39:58.249568,Dubai,1,success,1
T7720,A282,U193,7290.82,electronics,2026-02-14 16:39:58.249568,Kanpur,0,success,0
T7721,A282,U193,2267.82,electronics,2026-02-02 16:39:58.249568,Mumbai,0,success,0
T7722,A282,U193,10392.45,travel,2026-01-08 16:39:58.249568,Bangalore,0,success,0
T7723,A282,U193,7909.1,shopping,2026-01-28 17:39:58.249568,Pune,0,success,0
T7724,A282,U193,125154.19516546545,shopping,2026-01-19 16:39:58.249568,Hyderabad,1,success,1
T7725,A282,U193,5341.58,entertainment,2026-02-08 16:39:58.249568,Delhi,0,success,0
T7726,A282,U193,2684.15,food,2026-02-13 16:39:58.249568,Mumbai,0,success,0
T7727,A282,U193,3668.49,shopping,2025-12-27 16:39:58.249568,Mumbai,0,success,0
T7728,A282,U193,4156.84,groceries,2026-01-12 16:39:58.249568,Delhi,0,success,0
T7729,A282,U193,5946.43,travel,2026-01-24 16:39:58.249568,Delhi,0,success,0
T7730,A282,U193,6356.31,food,2026-01-08 16:39:58.249568,Mumbai,0,success,0
T7731,A282,U193,1920.79,food,2026-01-22 16:39:58.249568,Hyderabad,0,success,0
T7732,A282,U193,3622.99,shopping,2026-02-20 20:39:58.249568,Hyderabad,0,success,0
T7733,A282,U193,2880.54,electronics,2025-12-29 16:39:58.249568,Pune,1,success,0
T7734,A282,U193,3586.72,groceries,2026-02-18 16:39:58.249568,Hyderabad,0,success,0
T7735,A283,U194,2622.1,groceries,2026-01-25 09:39:58.249568,Hyderabad,0,success,0
T7736,A283,U194,546.09,travel,2026-01-16 21:39:58.249568,Delhi,0,success,0
T7737,A283,U194,2419.87,shopping,2026-01-29 21:39:58.249568,Hyderabad,0,success,0
T7738,A283,U194,34805.565643457936,travel,2026-02-09 17:39:58.249568,Kanpur,1,success,1
T7739,A283,U194,2229.59,food,2026-01-22 21:39:58.249568,Hyderabad,0,success,0
T7740,A284,U194,2090.97,electronics,2025-12-28 21:39:58.249568,Delhi,0,success,0
T7741,A283,U194,1748.52,groceries,2026-01-23 21:39:58.249568,Pune,0,success,0
T7742,A284,U194,2392.22,groceries,2026-01-17 21:39:58.249568,Bangalore,0,success,0
T7743,A284,U194,1848.78,groceries,2025-12-28 21:39:58.249568,Kanpur,0,success,0
T7744,A283,U194,2846.49,entertainment,2026-01-01 21:39:58.249568,Pune,0,success,0
T7745,A284,U194,1645.46,electronics,2026-01-09 13:39:58.249568,Mumbai,0,success,0
T7746,A283,U194,794.34,travel,2026-01-02 21:39:58.249568,Hyderabad,0,success,0
T7747,A283,U194,3206.97,electronics,2026-02-12 21:39:58.249568,Pune,0,success,0
T7748,A283,U194,1012.12,groceries,2026-02-20 05:39:58.249568,Mumbai,0,success,0
T7749,A283,U194,6228.013609010404,entertainment,2026-02-02 21:39:58.249568,London,1,success,1
T7750,A283,U194,2364.94,electronics,2026-01-25 21:39:58.249568,Hyderabad,0,success,0
T7751,A284,U194,1017.78,electronics,2026-01-26 21:39:58.249568,Bangalore,0,success,0
T7752,A284,U194,1985.64,shopping,2026-01-16 04:39:58.249568,Kanpur,1,success,0
T7753,A283,U194,2259.0,electronics,2026-01-02 21:39:58.249568,Delhi,0,success,0
T7754,A284,U194,3277.3,travel,2026-01-16 21:39:58.249568,Kanpur,0,success,0
T7755,A283,U194,2276.84,electronics,2026-01-16 21:39:58.249568,Kanpur,0,success,0
T7756,A284,U194,4106.85,entertainment,2026-01-26 06:39:58.249568,Mumbai,0,success,0
T7757,A283,U194,3293.2,travel,2026-02-02 21:39:58.249568,Pune,0,success,0
T7758,A283,U194,1723.54,entertainment,2026-01-02 21:39:58.249568,Kanpur,0,success,0
T7759,A283,U194,738.45,groceries,2026-01-05 21:39:58.249568,Bangalore,0,success,0
T7760,A283,U194,1775.78,travel,2026-02-06 07:39:58.249568,Kanpur,0,success,0
T7761,A284,U194,2327.53,food,2026-02-17 21:39:58.249568,Delhi,0,success,0
T7762,A283,U194,2828.76,travel,2026-01-07 21:39:58.249568,Hyderabad,1,success,0
T7763,A283,U194,466.37,entertainment,2026-02-08 09:39:58.249568,Delhi,0,success,0
T7764,A283,U194,686.35,electronics,2026-02-18 21:39:58.249568,Kanpur,0,success,0
T7765,A284,U194,2396.24,shopping,2025-12-27 13:39:58.249568,Hyderabad,0,success,0
T7766,A283,U194,64.22,travel,2026-01-21 07:39:58.249568,Mumbai,0,success,0
T7767,A285,U195,5484.79,groceries,2026-01-01 14:39:58.249568,Bangalore,0,success,0
T7768,A286,U195,6844.92,electronics,2025-12-22 14:39:58.249568,Delhi,0,success,0
T7769,A285,U195,8367.25,groceries,2026-01-31 14:39:58.249568,Pune,0,success,0
T7770,A285,U195,3844.43,travel,2026-01-31 14:39:58.249568,Mumbai,0,success,1
T7771,A286,U195,11851.63,electronics,2026-01-23 14:39:58.249568,Bangalore,0,success,0
T7772,A286,U195,5819.3,shopping,2026-01-24 17:39:58.249568,Bangalore,0,success,1
T7773,A285,U195,5935.64,entertainment,2026-01-20 08:39:58.249568,Hyderabad,0,success,0
T7774,A285,U195,4189.67,electronics,2026-01-18 02:39:58.249568,Pune,0,success,0
T7775,A285,U195,4676.46,food,2026-02-13 14:39:58.249568,Kanpur,0,success,0
T7776,A286,U195,5594.88,electronics,2026-01-04 19:39:58.249568,Kanpur,0,success,0
T7777,A286,U195,4544.06,shopping,2026-01-15 14:39:58.249568,Delhi,0,success,0
T7778,A285,U195,2018.02,food,2026-02-12 14:39:58.249568,Mumbai,0,success,0
T7779,A286,U195,1422.99,groceries,2026-02-10 05:39:58.249568,Hyderabad,0,success,0
T7780,A285,U195,7514.24,shopping,2025-12-25 14:39:58.249568,Bangalore,0,success,0
T7781,A285,U195,42163.28998925136,shopping,2025-12-23 14:39:58.249568,Singapore,1,success,1
T7782,A285,U195,3759.37,electronics,2026-02-13 14:39:58.249568,Mumbai,0,success,1
T7783,A286,U195,5909.69,groceries,2026-01-16 14:39:58.249568,Mumbai,0,success,1
T7784,A285,U195,4769.47,travel,2026-02-09 14:39:58.249568,Bangalore,0,success,0
T7785,A286,U195,5515.75,electronics,2026-02-09 16:39:58.249568,Mumbai,0,success,0
T7786,A286,U195,55587.99687658894,shopping,2026-02-01 14:39:58.249568,Dubai,1,success,1
T7787,A285,U195,7749.52,electronics,2025-12-26 14:39:58.249568,Bangalore,0,success,0
T7788,A286,U195,4297.62,groceries,2026-01-09 12:39:58.249568,Hyderabad,1,success,0
T7789,A285,U195,3526.07,travel,2026-01-18 03:39:58.249568,Hyderabad,0,success,0
T7790,A285,U195,3723.93,travel,2026-01-31 14:39:58.249568,Hyderabad,0,success,0
T7791,A286,U195,521.43,travel,2025-12-30 14:39:58.249568,Mumbai,0,success,0
T7792,A286,U195,82047.32532634711,shopping,2026-02-18 12:39:58.249568,Delhi,1,success,1
T7793,A285,U195,4412.9,food,2026-02-17 14:39:58.249568,Kanpur,0,success,0
T7794,A285,U195,8116.38,shopping,2026-02-18 14:39:58.249568,Bangalore,0,success,0
T7795,A285,U195,1762.92,electronics,2026-02-06 14:39:58.249568,Mumbai,0,success,0
T7796,A285,U195,6510.86,groceries,2026-01-01 14:39:58.249568,Bangalore,0,success,0
T7797,A286,U195,3583.09,shopping,2026-01-09 04:39:58.249568,Mumbai,0,success,0
T7798,A285,U195,5827.94,entertainment,2026-01-19 14:39:58.249568,Mumbai,0,success,0
T7799,A285,U195,5387.41,food,2026-01-14 03:39:58.249568,Bangalore,0,success,0
T7800,A285,U195,4491.07,shopping,2026-01-05 09:39:58.249568,Delhi,0,success,0
T7801,A286,U195,5389.42,travel,2026-01-30 14:39:58.249568,Delhi,0,success,0
T7802,A286,U195,984.31,travel,2026-01-11 14:39:58.249568,Mumbai,0,success,0
T7803,A286,U195,2961.45,entertainment,2026-01-09 14:39:58.249568,Bangalore,0,success,0
T7804,A285,U195,9949.46,shopping,2026-01-14 14:39:58.249568,Delhi,0,success,0
T7805,A286,U195,7556.34,travel,2026-01-09 14:39:58.249568,Bangalore,1,success,0
T7806,A285,U195,3414.78,groceries,2026-01-07 02:39:58.249568,Kanpur,0,success,0
T7807,A285,U195,11721.93,entertainment,2025-12-26 14:39:58.249568,Kanpur,0,success,0
T7808,A286,U195,4260.37,shopping,2025-12-28 14:39:58.249568,Pune,0,success,0
T7809,A285,U195,8055.69,shopping,2026-01-30 03:39:58.249568,Pune,0,success,1
T7810,A286,U195,3835.07,travel,2026-01-25 14:39:58.249568,Hyderabad,0,success,0
T7811,A285,U195,2538.55,electronics,2026-02-19 20:39:58.249568,Kanpur,1,success,0
T7812,A286,U195,2176.72,electronics,2026-01-25 14:39:58.249568,Pune,1,success,0
T7813,A286,U195,3350.62,entertainment,2026-01-23 14:39:58.249568,Pune,0,success,0
T7814,A286,U195,10193.05,shopping,2025-12-26 14:39:58.249568,Hyderabad,0,success,0
T7815,A285,U195,2684.35,shopping,2026-01-30 19:39:58.249568,Pune,1,success,0
T7816,A286,U195,4307.66,travel,2025-12-30 14:39:58.249568,Hyderabad,0,success,0
T7817,A286,U195,3425.25,electronics,2026-02-09 14:39:58.249568,Delhi,0,success,0
T7818,A286,U195,3861.03,electronics,2026-01-02 14:39:58.249568,Mumbai,0,success,0
T7819,A286,U195,5921.77,electronics,2026-01-11 14:39:58.249568,Bangalore,0,success,0
T7820,A287,U196,1176.68,travel,2026-01-16 17:39:58.249568,Kanpur,0,success,1
T7821,A287,U196,1688.06,shopping,2025-12-25 06:39:58.249568,Bangalore,1,success,0
T7822,A287,U196,1887.22,shopping,2026-01-23 17:39:58.249568,Delhi,0,success,0
T7823,A287,U196,1259.14,food,2025-12-26 17:39:58.249568,Mumbai,0,success,0
T7824,A287,U196,1230.33,shopping,2026-01-04 17:39:58.249568,Pune,0,success,0
T7825,A287,U196,301.97,food,2026-01-10 17:39:58.249568,Delhi,0,success,0
T7826,A287,U196,22.45,groceries,2026-01-23 11:39:58.249568,Mumbai,0,success,0
T7827,A287,U196,2080.03,food,2026-01-31 17:39:58.249568,Bangalore,0,success,0
T7828,A287,U196,698.3,entertainment,2026-01-17 17:39:58.249568,Mumbai,0,success,0
T7829,A287,U196,356.07,shopping,2026-01-12 05:39:58.249568,Kanpur,0,success,0
T7830,A287,U196,915.46,shopping,2025-12-25 17:39:58.249568,Bangalore,0,success,0
T7831,A287,U196,753.64,groceries,2026-01-25 17:39:58.249568,Pune,0,success,1
T7832,A287,U196,688.88,travel,2026-02-05 17:39:58.249568,Mumbai,0,success,0
T7833,A287,U196,2650.8958443822344,groceries,2025-12-25 17:39:58.249568,Dubai,1,success,1
T7834,A287,U196,1169.39,travel,2026-02-13 17:39:58.249568,Mumbai,0,success,0
T7835,A287,U196,1423.7,entertainment,2026-02-05 07:39:58.249568,Delhi,0,success,0
T7836,A287,U196,970.79,entertainment,2025-12-22 17:39:58.249568,Delhi,0,success,0
T7837,A287,U196,1149.4,food,2026-02-04 00:39:58.249568,Bangalore,0,success,0
T7838,A287,U196,1317.32,food,2026-01-04 17:39:58.249568,Bangalore,0,success,0
T7839,A287,U196,620.48,groceries,2026-02-17 17:39:58.249568,Delhi,0,success,0
T7840,A287,U196,388.85,shopping,2026-02-15 17:39:58.249568,Bangalore,0,success,0
T7841,A287,U196,1196.06,food,2026-01-31 17:39:58.249568,Hyderabad,0,success,0
T7842,A288,U197,2100.52,food,2025-12-27 12:39:58.249568,Bangalore,0,success,0
T7843,A288,U197,1613.66,entertainment,2026-01-03 12:39:58.249568,Kanpur,0,success,0
T7844,A288,U197,1492.87,entertainment,2026-01-23 13:39:58.249568,Pune,0,success,0
T7845,A288,U197,1106.29,groceries,2025-12-22 12:39:58.249568,Kanpur,0,success,0
T7846,A288,U197,1255.35,groceries,2026-01-08 12:39:58.249568,Mumbai,0,success,0
T7847,A288,U197,557.56,shopping,2026-02-06 12:39:58.249568,Pune,0,success,0
T7848,A288,U197,424.13,shopping,2026-02-19 17:39:58.249568,Hyderabad,1,success,0
T7849,A288,U197,1226.24,electronics,2026-01-31 12:39:58.249568,Pune,0,success,0
T7850,A288,U197,1049.82,shopping,2026-01-24 12:39:58.249568,Hyderabad,0,success,0
T7851,A288,U197,599.04,food,2026-01-08 12:39:58.249568,Kanpur,0,success,0
T7852,A288,U197,1781.97,entertainment,2026-01-22 12:39:58.249568,Delhi,0,success,0
T7853,A288,U197,1098.52,entertainment,2026-01-27 23:39:58.249568,Pune,0,success,0
T7854,A288,U197,1059.95,groceries,2026-01-04 12:39:58.249568,Hyderabad,0,success,0
T7855,A288,U197,715.41,electronics,2026-02-19 12:39:58.249568,Kanpur,0,success,0
T7856,A288,U197,679.88,electronics,2026-01-27 12:39:58.249568,Mumbai,0,success,0
T7857,A288,U197,852.7,groceries,2026-02-12 12:39:58.249568,Mumbai,0,success,0
T7858,A288,U197,756.56,shopping,2026-01-10 22:39:58.249568,Bangalore,0,success,0
T7859,A288,U197,661.99,shopping,2025-12-29 04:39:58.249568,Delhi,0,success,0
T7860,A288,U197,677.67,food,2026-01-12 12:39:58.249568,Kanpur,0,success,0
T7861,A288,U197,1435.75,travel,2026-01-25 01:39:58.249568,Mumbai,0,success,0
T7862,A288,U197,1241.23,entertainment,2026-02-01 23:39:58.249568,Mumbai,0,success,0
T7863,A288,U197,1394.39,food,2026-01-29 12:39:58.249568,Kanpur,0,success,0
T7864,A288,U197,584.36,travel,2026-01-24 12:39:58.249568,Mumbai,1,success,0
T7865,A288,U197,363.98,entertainment,2025-12-28 12:39:58.249568,Bangalore,0,success,0
T7866,A288,U197,998.3,food,2026-01-21 17:39:58.249568,Mumbai,0,success,0
T7867,A288,U197,386.83,entertainment,2025-12-22 12:39:58.249568,Pune,0,success,0
T7868,A288,U197,989.71,food,2026-01-26 20:39:58.249568,Pune,0,success,0
T7869,A288,U197,744.05,shopping,2026-02-11 18:39:58.249568,Pune,0,success,0
T7870,A288,U197,2144.45,electronics,2026-01-19 23:39:58.249568,Hyderabad,1,success,0
T7871,A288,U197,842.18,groceries,2026-01-29 05:39:58.249568,Pune,0,success,0
T7872,A288,U197,2216.11,shopping,2026-01-10 01:39:58.249568,Pune,0,success,0
T7873,A288,U197,955.31,entertainment,2026-02-17 12:39:58.249568,Kanpur,0,success,0
T7874,A288,U197,1366.3,food,2025-12-23 15:39:58.249568,Pune,0,success,0
T7875,A290,U198,9598.355525065434,food,2026-01-29 16:39:58.249568,London,1,success,1
T7876,A289,U198,1539.55,travel,2026-01-19 16:39:58.249568,Kanpur,0,success,0
T7877,A290,U198,2653.52,electronics,2026-01-25 00:39:58.249568,Bangalore,0,success,0
T7878,A290,U198,1391.44,groceries,2025-12-24 07:39:58.249568,Mumbai,0,success,0
T7879,A289,U198,2100.33,shopping,2026-01-16 16:39:58.249568,Mumbai,0,success,0
T7880,A289,U198,2575.4,travel,2026-02-02 02:39:58.249568,Bangalore,0,success,0
T7881,A289,U198,1220.45,groceries,2026-02-02 16:39:58.249568,Kanpur,0,success,0
T7882,A289,U198,1789.64,shopping,2026-01-05 16:39:58.249568,Hyderabad,0,success,0
T7883,A290,U198,2521.11,entertainment,2026-02-06 16:39:58.249568,Mumbai,0,success,0
T7884,A289,U198,1321.52,travel,2026-01-22 16:39:58.249568,Hyderabad,0,success,0
T7885,A289,U198,1276.49,food,2026-02-08 16:39:58.249568,Hyderabad,0,success,0
T7886,A289,U198,2665.46,groceries,2026-02-06 14:39:58.249568,Kanpur,0,success,0
T7887,A290,U198,1491.66,groceries,2026-01-08 16:39:58.249568,Mumbai,0,success,0
T7888,A289,U198,1292.94,entertainment,2026-01-17 16:39:58.249568,Pune,0,success,0
T7889,A290,U198,2654.11,travel,2026-02-19 16:39:58.249568,Kanpur,1,success,0
T7890,A290,U198,2314.13,electronics,2026-02-18 16:39:58.249568,Hyderabad,0,success,0
T7891,A290,U198,2163.98,travel,2025-12-23 16:39:58.249568,Delhi,0,success,0
T7892,A289,U198,1916.56,entertainment,2026-02-16 16:39:58.249568,Mumbai,1,success,0
T7893,A290,U198,575.47,food,2025-12-24 17:39:58.249568,Hyderabad,0,success,0
T7894,A289,U198,725.7,electronics,2026-01-19 16:39:58.249568,Delhi,0,success,0
T7895,A289,U198,2098.9,shopping,2026-01-17 02:39:58.249568,Delhi,0,success,0
T7896,A289,U198,3277.34,shopping,2026-01-31 19:39:58.249568,Hyderabad,0,success,0
T7897,A290,U198,1193.26,groceries,2026-01-25 05:39:58.249568,Bangalore,0,success,0
T7898,A289,U198,1049.86,shopping,2026-01-10 16:39:58.249568,Kanpur,0,success,0
T7899,A290,U198,1341.24,food,2026-01-27 16:39:58.249568,Bangalore,0,success,0
T7900,A291,U199,5708.84,groceries,2026-02-10 12:39:58.249568,Hyderabad,0,success,0
T7901,A291,U199,3518.3,shopping,2026-02-09 19:39:58.249568,Delhi,0,success,1
T7902,A291,U199,2707.23,shopping,2026-01-04 19:39:58.249568,Pune,0,success,0
T7903,A291,U199,1317.63,entertainment,2026-01-01 14:39:58.249568,Pune,0,success,0
T7904,A291,U199,307.53,food,2026-01-17 19:39:58.249568,Delhi,0,success,0
T7905,A291,U199,1572.77,food,2026-01-08 19:39:58.249568,Hyderabad,0,success,0
T7906,A291,U199,1466.72,shopping,2026-02-19 06:39:58.249568,Pune,0,success,0
T7907,A291,U199,3104.78,groceries,2026-02-19 19:39:58.249568,Pune,0,success,0
T7908,A291,U199,4653.06,entertainment,2026-01-17 19:39:58.249568,Mumbai,0,success,0
T7909,A291,U199,38060.82048487908,travel,2026-01-27 19:39:58.249568,Pune,1,success,1
T7910,A291,U199,3421.09,shopping,2026-02-01 19:39:58.249568,Mumbai,0,success,0
T7911,A291,U199,3593.54,travel,2026-02-03 09:39:58.249568,Hyderabad,0,success,0
T7912,A291,U199,4460.74,food,2026-02-05 19:39:58.249568,Bangalore,1,success,0
T7913,A291,U199,82.61,travel,2025-12-30 23:39:58.249568,Mumbai,0,success,0
T7914,A291,U199,3389.65,travel,2025-12-27 19:39:58.249568,Pune,0,success,0
T7915,A291,U199,2438.87,electronics,2025-12-27 19:39:58.249568,Hyderabad,0,success,0
T7916,A291,U199,1223.93,electronics,2026-02-17 19:39:58.249568,Delhi,0,success,0
T7917,A291,U199,3555.95,electronics,2025-12-24 19:39:58.249568,Kanpur,0,success,0
T7918,A291,U199,5833.59,shopping,2026-02-11 19:39:58.249568,Kanpur,0,success,0
T7919,A291,U199,4163.18,travel,2025-12-30 09:39:58.249568,Bangalore,0,success,0
T7920,A291,U199,1766.92,travel,2026-02-13 07:39:58.249568,Hyderabad,0,success,0
T7921,A291,U199,165.0,food,2026-01-23 19:39:58.249568,Mumbai,0,success,0
T7922,A291,U199,780.25,travel,2025-12-25 19:39:58.249568,Hyderabad,0,success,0
T7923,A291,U199,1131.44,travel,2026-01-09 13:39:58.249568,Hyderabad,0,success,0
T7924,A291,U199,2945.37,shopping,2026-01-08 01:39:58.249568,Kanpur,0,success,0
T7925,A291,U199,2229.66,food,2025-12-24 19:39:58.249568,Hyderabad,0,success,0
T7926,A291,U199,15118.137067364103,electronics,2026-01-20 19:39:58.249568,Singapore,1,success,1
T7927,A291,U199,3890.57,travel,2025-12-28 19:39:58.249568,Pune,0,success,0
T7928,A291,U199,3820.99,entertainment,2026-02-18 19:39:58.249568,Hyderabad,0,success,0
T7929,A291,U199,103.26,travel,2026-01-19 19:39:58.249568,Delhi,0,success,0
T7930,A291,U199,1916.2,electronics,2026-02-15 19:39:58.249568,Bangalore,0,success,0
T7931,A291,U199,108.48,groceries,2026-02-11 19:39:58.249568,Delhi,0,success,0
T7932,A291,U199,930.18,shopping,2025-12-28 04:39:58.249568,Kanpur,0,success,0
T7933,A291,U199,1737.71,electronics,2026-02-09 19:39:58.249568,Kanpur,0,success,0
T7934,A291,U199,2978.25,food,2025-12-31 19:39:58.249568,Bangalore,0,success,0
T7935,A291,U199,4962.81,electronics,2026-02-20 19:39:58.249568,Delhi,1,success,0
T7936,A293,U200,4397.3,electronics,2026-01-07 14:39:58.249568,Hyderabad,0,success,0
T7937,A293,U200,1523.75,shopping,2026-01-21 14:39:58.249568,Mumbai,0,success,0
T7938,A293,U200,4193.68,shopping,2025-12-24 14:39:58.249568,Hyderabad,0,success,0
T7939,A293,U200,336.8,food,2026-01-15 14:39:58.249568,Mumbai,0,success,0
T7940,A292,U200,4825.59,food,2026-02-15 14:39:58.249568,Kanpur,0,success,0
T7941,A293,U200,1901.69,food,2026-01-08 14:39:58.249568,Mumbai,1,success,0
T7942,A293,U200,3389.43,entertainment,2026-01-14 07:39:58.249568,Pune,0,success,0
T7943,A292,U200,3563.67,travel,2026-02-18 14:39:58.249568,Hyderabad,0,success,0
T7944,A293,U200,319.6,travel,2026-01-07 14:39:58.249568,Mumbai,0,success,0
T7945,A292,U200,3285.29,electronics,2026-02-12 14:39:58.249568,Kanpur,0,success,0
T7946,A293,U200,1784.42,entertainment,2026-01-08 14:39:58.249568,Kanpur,0,success,0
T7947,A293,U200,910.65,entertainment,2026-02-14 14:39:58.249568,Bangalore,0,success,0
T7948,A293,U200,1602.14,groceries,2026-01-01 14:39:58.249568,Mumbai,0,success,0
T7949,A292,U200,3215.28,entertainment,2026-02-05 14:39:58.249568,Bangalore,0,success,0
T7950,A292,U200,2759.93,shopping,2026-02-11 14:39:58.249568,Hyderabad,0,success,0
T7951,A293,U200,4934.43,travel,2026-01-11 14:39:58.249568,Hyderabad,0,success,0
T7952,A292,U200,17648.621635647847,entertainment,2026-02-16 19:39:58.249568,Hyderabad,1,success,1
T7953,A293,U200,3240.37,entertainment,2025-12-30 14:39:58.249568,Kanpur,0,success,0
T7954,A292,U200,6307.21,electronics,2026-01-24 10:39:58.249568,Hyderabad,0,success,0
T7955,A293,U200,5429.19,shopping,2026-01-25 14:39:58.249568,Bangalore,1,success,0
T7956,A293,U200,1965.67,travel,2025-12-26 14:39:58.249568,Hyderabad,0,success,0
T7957,A292,U200,3813.28,electronics,2025-12-27 16:39:58.249568,Mumbai,0,success,0
T7958,A293,U200,2815.25,entertainment,2026-02-10 14:39:58.249568,Bangalore,0,success,0
T7959,A293,U200,7614.38,shopping,2026-01-27 14:39:58.249568,Mumbai,0,success,0
T7960,A292,U200,2811.93,groceries,2026-02-01 14:39:58.249568,Delhi,0,success,0
T7961,A293,U200,3288.35,electronics,2026-01-06 14:39:58.249568,Kanpur,0,success,0
T7962,A293,U200,3837.69,shopping,2026-01-06 14:39:58.249568,Hyderabad,0,success,0
T7963,A292,U200,4257.44,food,2026-01-20 00:39:58.249568,Pune,0,success,0
T7964,A292,U200,63951.084966181144,food,2026-02-04 20:39:58.249568,London,1,success,1
T7965,A293,U200,3686.49,electronics,2025-12-31 14:39:58.249568,Bangalore,0,success,0
T7966,A292,U200,4833.86,food,2025-12-28 14:39:58.249568,Mumbai,0,success,0
T7967,A293,U200,7066.21,electronics,2026-02-14 14:39:58.249568,Hyderabad,0,success,0
T7968,A293,U200,2491.94,shopping,2026-01-10 14:39:58.249568,Mumbai,0,success,0
T7969,A292,U200,2290.66,travel,2026-02-18 14:39:58.249568,Hyderabad,0,success,0
T7970,A292,U200,7573.14,entertainment,2026-02-04 14:39:58.249568,Pune,1,success,0
T7971,A292,U200,4907.56,electronics,2026-01-31 14:39:58.249568,Delhi,0,success,0
T7972,A292,U200,257.79,shopping,2025-12-24 21:39:58.249568,Mumbai,0,success,0
T7973,A292,U200,1845.13,electronics,2026-01-27 14:39:58.249568,Pune,0,success,0
T7974,A292,U200,2595.25,food,2026-01-25 14:39:58.249568,Bangalore,0,success,0
T7975,A293,U200,3833.17,groceries,2026-02-11 14:39:58.249568,Pune,1,success,0
T7976,A292,U200,2040.45,groceries,2026-01-16 14:39:58.249568,Mumbai,0,success,0
T7977,A293,U200,1957.01,travel,2025-12-24 14:39:58.249568,Pune,0,success,0
T7978,A293,U200,1697.85,shopping,2026-02-06 14:39:58.249568,Pune,0,success,0
T7979,A292,U200,4048.16,food,2026-02-19 14:39:58.249568,Delhi,0,success,0
T7980,A292,U200,3586.39,shopping,2026-01-31 17:39:58.249568,Kanpur,0,success,0
T7981,A293,U200,4552.01,food,2026-02-14 14:39:58.249568,Delhi,0,success,0
T7982,A292,U200,2732.22,electronics,2026-02-10 14:39:58.249568,Mumbai,0,success,0
T7983,A293,U200,4715.79,travel,2026-01-13 14:39:58.249568,Pune,0,success,0
T7984,A293,U200,1676.91,electronics,2026-01-04 14:39:58.249568,Delhi,0,success,0
T7985,A292,U200,2427.23,entertainment,2026-01-28 14:39:58.249568,Hyderabad,0,success,0
T7986,A293,U200,2591.65,entertainment,2026-01-14 14:39:58.249568,Mumbai,0,success,0
T7987,A292,U200,1807.98,electronics,2026-01-15 14:39:58.249568,Hyderabad,0,success,0
T7988,A294,U201,250.07,travel,2026-01-03 09:39:58.249568,Mumbai,0,success,1
T7989,A294,U201,100.24,food,2026-02-04 19:39:58.249568,Delhi,1,success,0
T7990,A294,U201,407.2,shopping,2026-01-21 19:39:58.249568,Kanpur,0,success,0
T7991,A294,U201,254.55,food,2026-02-08 18:39:58.249568,Kanpur,0,success,0
T7992,A294,U201,674.21,shopping,2026-02-10 09:39:58.249568,Hyderabad,0,success,0
T7993,A294,U201,383.13,shopping,2026-02-12 20:39:58.249568,Mumbai,0,success,0
T7994,A294,U201,238.85,shopping,2026-01-10 19:39:58.249568,Hyderabad,0,success,0
T7995,A294,U201,425.64,entertainment,2026-01-06 19:39:58.249568,Pune,0,success,0
T7996,A294,U201,380.41,shopping,2026-01-01 19:39:58.249568,Kanpur,0,success,0
T7997,A294,U201,468.4,electronics,2026-01-09 00:39:58.249568,Mumbai,1,success,0
T7998,A294,U201,412.19,travel,2026-01-07 19:39:58.249568,Hyderabad,0,success,0
T7999,A294,U201,277.55,food,2026-02-10 19:39:58.249568,Mumbai,0,success,0
T8000,A294,U201,507.33,food,2026-01-23 19:39:58.249568,Bangalore,0,success,0
T8001,A294,U201,291.89,shopping,2025-12-28 19:39:58.249568,Mumbai,0,success,0
T8002,A294,U201,333.17,shopping,2026-01-17 19:39:58.249568,Bangalore,1,success,0
T8003,A294,U201,266.43,travel,2025-12-25 04:39:58.249568,Mumbai,0,success,0
T8004,A294,U201,255.69,electronics,2026-01-16 19:39:58.249568,Kanpur,0,success,0
T8005,A294,U201,210.55,travel,2026-01-22 19:39:58.249568,Kanpur,0,success,0
T8006,A294,U201,384.76,food,2026-02-13 19:39:58.249568,Delhi,0,success,0
T8007,A294,U201,266.5,electronics,2026-01-02 19:39:58.249568,Pune,0,success,0
T8008,A294,U201,463.88,electronics,2026-02-16 19:39:58.249568,Bangalore,0,success,0
T8009,A294,U201,3038.2341231143496,food,2026-02-08 19:39:58.249568,Delhi,1,success,1
T8010,A294,U201,304.63,entertainment,2026-02-06 19:39:58.249568,Kanpur,0,success,0
