account_id,user_id,account_type,balance,kyc_verified,account_age_days
A1671,U1123,savings,255010,1,395
A1672,U1124,savings,25631,0,756
A1673,U1124,savings,14700,1,756
A1674,U1125,savings,402093,0,1264
A1675,U1126,current,64797,1,496
A1676,U1127,current,260168,1,1957
A1677,U1127,savings,112144,1,1957
A1678,U1128,current,74943,0,994
A1679,U1128,current,622424,0,994
A1680,U1129,current,14938,1,323
A1681,U1130,current,621246,0,1142
A1682,U1131,savings,11902,1,590
A1683,U1132,savings,816860,0,1042
A1684,U1132,current,158772,1,1042
A1685,U1133,current,216183,0,113
A1686,U1134,savings,201119,0,1716
A1687,U1135,savings,111998,0,879
A1688,U1135,current,89137,0,879
A1689,U1136,current,24024,1,1221
A1690,U1136,savings,21323,1,1221
A1691,U1137,current,11112,1,708
A1692,U1137,savings,58873,1,708
A1693,U1138,current,397575,1,1378
A1694,U1139,current,48508,0,1180
A1695,U1139,savings,32314,0,1180
A1696,U1140,current,113511,0,366
A1697,U1140,current,452477,1,366
A1698,U1141,savings,62732,1,726
A1699,U1141,current,33152,1,726
A1700,U1142,current,302592,1,1321
A1701,U1143,savings,54476,0,1869
A1702,U1144,current,11473,1,50
A1703,U1145,current,145209,0,659
A1704,U1146,savings,265054,1,571
A1705,U1147,savings,249827,0,171
A1706,U1147,current,257637,1,171
A1707,U1148,current,133282,0,1559
A1708,U1149,savings,16684,0,389
A1709,U1149,current,126519,0,389
A1710,U1150,savings,497871,1,1588
A1711,U1151,current,21872,0,87
A1712,U1151,savings,29242,0,87
A1713,U1152,current,294311,0,892
A1714,U1153,savings,316982,0,1294
A1715,U1153,current,162898,0,1294
A1716,U1154,savings,243601,1,1969
A1717,U1155,savings,24727,0,1561
A1718,U1156,savings,5350,0,597
A1719,U1157,savings,7437,0,931
A1720,U1158,savings,502489,0,830
A1721,U1158,savings,387049,0,830
A1722,U1159,current,24404,0,1105
A1723,U1160,current,45800,0,436
A1724,U1160,current,55550,1,436
A1725,U1161,current,164491,0,1680
A1726,U1162,current,164389,0,816
A1727,U1163,savings,76900,1,200
A1728,U1164,current,232393,1,893
A1729,U1164,savings,117056,0,893
A1730,U1165,current,12835,0,1026
A1731,U1166,current,424404,1,298
A1732,U1166,savings,111441,0,298
A1733,U1167,savings,705686,0,678
A1734,U1167,savings,332616,0,678
A1735,U1168,savings,68033,0,1035
A1736,U1169,current,180321,0,119
A1737,U1170,current,94435,0,1564
A1738,U1171,savings,260074,1,543
A1739,U1172,current,374518,0,1193
A1740,U1173,current,528129,1,1752
A1741,U1174,current,373813,0,1193
A1742,U1174,savings,331405,0,1193
A1743,U1175,savings,231808,0,1904
A1744,U1176,current,434008,0,280
A1745,U1177,current,289785,0,1080
A1746,U1178,savings,229825,0,334
A1747,U1178,current,383204,0,334
A1748,U1179,savings,19625,0,197
A1749,U1180,current,73318,1,873
A1750,U1180,savings,42691,1,873
A1751,U1181,savings,12930,1,122
A1752,U1182,current,70490,0,396
A1753,U1183,savings,70666,1,1154
A1754,U1183,current,13250,0,1154
A1755,U1184,current,192617,0,72
A1756,U1184,current,230554,1,72
A1757,U1185,current,11573,0,1970
A1758,U1185,savings,16797,1,1970
A1759,U1186,current,53186,1,1934
A1760,U1186,savings,24966,1,1934
A1761,U1187,savings,11727,1,99
A1762,U1187,savings,49403,1,99
A1763,U1188,savings,34136,1,1430
A1764,U1189,current,71660,0,1422
A1765,U1190,savings,425640,1,1311
A1766,U1190,current,166570,1,1311
A1767,U1191,savings,48815,0,921
A1768,U1191,savings,32991,0,921
A1769,U1192,savings,88135,1,1333
A1770,U1193,current,29157,1,1215
A1771,U1194,savings,50740,0,1564
A1772,U1194,current,64127,0,1564
A1773,U1195,savings,31242,0,1423
A1774,U1195,current,4041,1,1423
A1775,U1196,current,190630,1,69
A1776,U1196,current,192345,1,69
A1777,U1197,savings,377250,0,1711
A1778,U1197,savings,199450,1,1711
A1779,U1198,savings,25123,0,1898
A1780,U1198,savings,4914,1,1898
A1781,U1199,savings,3878,0,220
A1782,U1199,savings,4620,1,220
A1783,U1200,current,15975,1,686
A1784,U1201,current,280155,0,568
A1785,U1201,current,76571,1,568
A1786,U1202,current,116566,0,1006
A1787,U1202,savings,40195,0,1006
A1788,U1203,savings,198237,0,470
A1789,U1204,savings,111078,0,559
A1790,U1205,current,99695,1,1130
A1791,U1205,savings,182851,0,1130
A1792,U1206,savings,54241,1,1598
A1793,U1207,current,87656,0,1122
A1794,U1208,savings,17613,1,327
A1795,U1208,savings,30843,0,327
A1796,U1209,current,11875,0,243
A1797,U1210,current,30672,0,1758
A1798,U1211,current,20084,1,288
A1799,U1212,current,543219,0,1545
A1800,U1213,current,704563,1,1377
A1801,U1214,savings,33018,0,1694
A1802,U1214,current,40071,0,1694
A1803,U1215,current,281246,1,1605
A1804,U1216,savings,98106,0,1064
A1805,U1217,current,226716,0,1543
A1806,U1218,current,21321,1,371
A1807,U1219,savings,89374,1,622
A1808,U1220,savings,9789,0,199
A1809,U1220,current,25953,1,199
A1810,U1221,current,359169,0,912
A1811,U1221,current,243446,1,912
A1812,U1222,current,300521,0,1751
A1813,U1223,savings,126037,1,880
A1814,U1224,current,344966,0,1850
A1815,U1225,savings,120912,0,724
A1816,U1225,savings,72229,1,724
A1817,U1226,savings,138666,1,896
A1818,U1226,savings,206175,0,896
A1819,U1227,savings,238153,1,386
A1820,U1227,current,109211,1,386
A1821,U1228,savings,242401,1,878
A1822,U1229,current,185268,1,1105
A1823,U1230,savings,29276,1,682
A1824,U1231,current,351366,1,1829
A1825,U1232,current,41636,0,1418
A1826,U1233,current,573319,1,1724
A1827,U1233,current,99373,1,1724
A1828,U1234,current,113346,1,688
A1829,U1235,savings,100287,0,988
A1830,U1236,savings,102527,0,196
A1831,U1236,savings,542796,0,196
A1832,U1237,current,188813,1,816
A1833,U1237,savings,58945,1,816
A1834,U1238,current,85820,1,1548
A1835,U1239,current,91343,1,1686
A1836,U1239,savings,156520,0,1686
A1837,U1240,savings,447833,0,1322
A1838,U1241,current,93746,0,683
A1839,U1242,savings,263537,0,553
A1840,U1243,savings,266284,1,138
A1841,U1244,savings,347039,0,1565
A1842,U1245,savings,48762,0,1810
A1843,U1246,current,58815,0,630
A1844,U1246,current,205858,1,630
A1845,U1247,current,19848,0,1831
A1846,U1247,current,52621,1,1831
A1847,U1248,current,44030,0,55
A1848,U1249,current,406162,1,389
A1849,U1249,savings,720277,0,389
A1850,U1250,savings,40351,1,1146
A1851,U1250,savings,15804,1,1146
A1852,U1251,savings,318496,0,1401
A1853,U1251,current,188965,0,1401
A1854,U1252,current,105696,0,1054
A1855,U1253,savings,64115,1,1781
A1856,U1253,current,32792,0,1781
A1857,U1254,current,15619,0,81
A1858,U1254,current,29896,0,81
A1859,U1255,current,71525,0,1152
A1860,U1255,savings,50078,1,1152
A1861,U1256,current,112032,0,1174
A1862,U1256,savings,165846,0,1174
A1863,U1257,current,92435,0,1781
A1864,U1257,current,80936,0,1781
A1865,U1258,savings,176755,0,1690
A1866,U1259,current,326249,0,259
A1867,U1259,current,235588,1,259
A1868,U1260,savings,410099,0,572
A1869,U1261,current,392167,1,1842
A1870,U1262,current,43425,0,1264
A1871,U1263,savings,560182,1,1100
A1872,U1263,savings,375533,1,1100
A1873,U1264,current,573830,0,1001
A1874,U1265,savings,56211,0,727
A1875,U1265,savings,93786,0,727
A1876,U1266,current,97956,1,809
A1877,U1267,current,38803,1,1947
A1878,U1268,savings,252211,0,531
A1879,U1268,current,283871,1,531
A1880,U1269,savings,40651,0,1917
A1881,U1270,savings,351740,0,266
A1882,U1271,current,121946,0,1470
A1883,U1271,current,191999,0,1470
A1884,U1272,current,315611,1,1967
A1885,U1272,savings,47463,1,1967
A1886,U1273,current,20321,1,1797
A1887,U1274,savings,100079,0,496
A1888,U1274,savings,318307,1,496
A1889,U1275,current,250513,0,1122
A1890,U1275,savings,101091,1,1122
A1891,U1276,current,526507,0,1722
A1892,U1276,savings,238791,1,1722
A1893,U1277,current,223864,1,416
A1894,U1277,savings,294411,1,416
A1895,U1278,current,222860,0,64
A1896,U1278,current,55650,1,64
A1897,U1279,current,421730,0,1187
A1898,U1280,savings,53163,0,169
A1899,U1280,current,65595,1,169
A1900,U1281,current,386726,1,607
A1901,U1282,current,329386,0,1448
A1902,U1283,savings,40122,1,788
A1903,U1284,current,212891,1,875
A1904,U1284,current,155153,0,875
A1905,U1285,current,32086,0,1141
A1906,U1286,savings,47448,1,1322
A1907,U1286,current,43427,0,1322
A1908,U1287,current,414040,0,1138
A1909,U1287,savings,762105,0,1138
A1910,U1288,savings,64576,0,1109
A1911,U1288,savings,99093,0,1109
A1912,U1289,current,24630,1,1063
A1913,U1290,current,118435,0,254
A1914,U1291,savings,6547,0,162
A1915,U1291,savings,43168,0,162
A1916,U1292,current,121789,1,1568
A1917,U1293,current,72573,1,305
A1918,U1294,savings,40266,0,997
A1919,U1294,current,20771,0,997
A1920,U1295,savings,49010,1,112
A1921,U1296,savings,316112,1,1017
A1922,U1296,savings,117928,0,1017
A1923,U1297,current,42343,1,1453
A1924,U1298,current,364705,0,1855
A1925,U1298,current,127363,0,1855
A1926,U1299,current,416750,1,1306
A1927,U1299,savings,331411,1,1306
A1928,U1300,savings,47641,0,1813
A1929,U1301,current,38914,0,430
A1930,U1301,current,49034,0,430
A1931,U1302,current,420016,0,447
A1932,U1302,savings,525957,1,447
A1933,U1303,savings,27189,1,1731
A1934,U1304,savings,24309,1,330
A1935,U1304,savings,52137,1,330
A1936,U1305,savings,407430,0,803
A1937,U1305,current,439677,1,803
A1938,U1306,savings,78184,1,1487
A1939,U1306,current,29563,0,1487
A1940,U1307,savings,63845,0,918
A1941,U1307,savings,20571,0,918
A1942,U1308,savings,29632,1,423
A1943,U1309,current,457693,0,1902
A1944,U1310,savings,725307,1,945
A1945,U1310,current,479463,1,945
A1946,U1311,savings,144579,1,1097
A1947,U1312,current,21495,0,686
A1948,U1312,savings,27425,0,686
A1949,U1313,current,18791,0,132
A1950,U1313,savings,6633,0,132
A1951,U1314,savings,369770,0,646
A1952,U1315,current,133231,0,1786
A1953,U1315,savings,207032,0,1786
A1954,U1316,current,591968,1,1742
A1955,U1317,current,80580,1,1773
A1956,U1317,current,11754,1,1773
A1957,U1318,savings,188017,1,575
A1958,U1318,current,80225,0,575
A1959,U1319,savings,586482,0,276
A1960,U1320,current,37267,0,1125
A1961,U1321,current,44584,1,947
A1962,U1322,current,75502,0,836
A1963,U1322,current,21391,0,836
A1964,U1323,current,698765,1,1275
A1965,U1324,current,55728,1,297
A1966,U1325,savings,288711,1,1569
A1967,U1325,current,234285,0,1569
A1968,U1326,current,29284,0,521
A1969,U1327,savings,76661,1,463
A1970,U1327,current,32420,1,463
A1971,U1328,savings,30043,0,733
A1972,U1328,current,22554,1,733
A1973,U1329,savings,100407,1,1079
A1974,U1330,current,293539,0,573
A1975,U1331,savings,168057,0,1890
A1976,U1331,current,334731,1,1890
A1977,U1332,current,22543,0,1866
A1978,U1333,current,59726,0,829
A1979,U1334,savings,130967,0,838
A1980,U1334,savings,53832,0,838
A1981,U1335,current,264476,0,693
A1982,U1336,current,149979,0,552
A1983,U1337,current,5680,0,707
A1984,U1338,savings,251686,1,1878
A1985,U1338,current,74529,1,1878
A1986,U1339,current,121989,1,853
A1987,U1340,current,461371,1,883
A1988,U1340,current,335046,0,883
A1989,U1341,savings,64950,1,1337
A1990,U1341,current,41233,0,1337
A1991,U1342,current,335342,0,1194
A1992,U1343,savings,82230,0,557
A1993,U1344,savings,42387,1,1946
A1994,U1345,current,232012,0,1627
A1995,U1346,savings,121800,1,306
A1996,U1347,current,278930,0,872
A1997,U1348,savings,258910,0,208
A1998,U1348,savings,351983,1,208
A1999,U1349,current,572291,1,1412
A2000,U1350,current,64354,1,1219
A2001,U1351,savings,54282,0,261
A2002,U1352,savings,168161,0,1970
A2003,U1353,savings,178714,0,1276
A2004,U1354,current,443144,0,1338
A2005,U1355,current,24532,0,1306
A2006,U1355,savings,71294,0,1306
A2007,U1356,savings,524303,0,1576
A2008,U1357,savings,26478,0,1335
A2009,U1357,current,36437,1,1335
A2010,U1358,savings,44491,0,538
A2011,U1358,savings,43093,1,538
A2012,U1359,savings,927624,0,1391
A2013,U1359,savings,788682,1,1391
A2014,U1360,current,34662,0,1245
A2015,U1360,current,22320,0,1245
A2016,U1361,savings,10696,1,1389
A2017,U1361,savings,10336,1,1389
A2018,U1362,current,57395,1,1666
A2019,U1362,savings,85937,0,1666
A2020,U1363,savings,135090,1,242
A2021,U1363,savings,110064,0,242
A2022,U1364,savings,31446,1,114
A2023,U1365,savings,46997,0,1660
A2024,U1366,current,332986,1,1667
A2025,U1367,current,306008,0,1327
A2026,U1368,savings,590132,0,1837
A2027,U1368,savings,455010,1,1837
A2028,U1369,savings,110337,0,1660
A2029,U1369,current,213145,0,1660
A2030,U1370,current,142455,0,1175
A2031,U1371,savings,85849,0,841
A2032,U1372,savings,18538,0,1826
A2033,U1372,current,31265,1,1826
A2034,U1373,savings,33480,1,710
A2035,U1373,savings,38043,1,710
A2036,U1374,current,34416,1,49
A2037,U1375,savings,62894,0,1760
A2038,U1376,savings,694503,0,935
A2039,U1377,savings,844675,0,776
A2040,U1377,current,742091,0,776
A2041,U1378,savings,41719,1,684
A2042,U1379,current,60274,1,1437
A2043,U1380,savings,52153,1,1834
A2044,U1381,current,19485,1,564
A2045,U1382,current,138182,1,588
A2046,U1383,savings,34966,0,1113
A2047,U1383,savings,19267,1,1113
A2048,U1384,savings,30635,1,1246
A2049,U1384,current,40619,1,1246
A2050,U1385,current,246281,0,1465
A2051,U1386,current,155189,0,872
A2052,U1386,current,211561,0,872
A2053,U1387,savings,48994,1,1656
A2054,U1387,savings,254648,0,1656
A2055,U1388,current,353226,0,171
A2056,U1388,current,121923,1,171
A2057,U1389,current,125608,0,1878
A2058,U1390,current,51061,0,466
A2059,U1391,savings,57938,0,787
A2060,U1392,current,37161,0,1723
A2061,U1393,savings,196180,1,1142
A2062,U1393,savings,78038,1,1142
A2063,U1394,current,26308,0,1446
A2064,U1394,savings,70979,1,1446
A2065,U1395,current,67232,1,1163
A2066,U1396,savings,5568,0,351
A2067,U1396,current,36638,0,351
A2068,U1397,savings,14763,0,1740
A2069,U1397,current,15471,0,1740
A2070,U1398,savings,320186,0,1456
A2071,U1398,current,460552,0,1456
A2072,U1399,savings,163675,1,1995
A2073,U1400,current,27848,0,1997
A2074,U1400,current,85264,1,1997
A2075,U1401,current,40465,0,587
A2076,U1402,savings,177082,0,669
A2077,U1402,current,550158,1,669
A2078,U1403,savings,23436,1,1556
A2079,U1403,savings,175624,0,1556
A2080,U1404,current,77265,1,131
A2081,U1404,current,86285,1,131
A2082,U1405,savings,201743,0,1424
A2083,U1406,savings,55359,1,1692
A2084,U1406,savings,41225,1,1692
A2085,U1407,current,144392,0,1076
A2086,U1408,savings,18352,1,683
A2087,U1409,current,88820,0,449
A2088,U1409,savings,299417,0,449
A2089,U1410,current,107244,0,604
A2090,U1411,savings,147393,1,452
A2091,U1412,current,15985,0,95
A2092,U1412,savings,20641,1,95
A2093,U1413,current,61535,0,1565
A2094,U1414,current,48560,0,323
A2095,U1414,current,167097,0,323
A2096,U1415,savings,145446,0,485
A2097,U1415,savings,19182,1,485
A2098,U1416,savings,546536,0,721
A2099,U1416,current,502239,0,721
A2100,U1417,savings,132803,1,1422
A2101,U1418,savings,346471,1,130
A2102,U1419,savings,573862,0,1522
A2103,U1419,savings,880956,0,1522
A2104,U1420,current,431871,0,1327
A2105,U1420,savings,76355,0,1327
A2106,U1421,current,208522,1,1972
A2107,U1422,savings,8235,0,1672
A2108,U1423,current,21012,0,1690
A2109,U1424,current,290022,1,144
A2110,U1425,savings,139871,1,257
A2111,U1425,savings,398035,0,257
A2112,U1426,savings,25583,1,583
A2113,U1427,current,4850,0,1455
A2114,U1427,savings,11424,0,1455
A2115,U1428,savings,20129,0,1395
A2116,U1429,current,8463,1,1377
A2117,U1430,current,301414,0,711
A2118,U1430,current,127584,1,711
A2119,U1431,savings,91894,0,372
A2120,U1432,current,9561,0,1304
A2121,U1433,current,38740,1,1655
A2122,U1434,current,23872,1,1306
A2123,U1435,savings,192465,1,1569
A2124,U1435,current,67988,1,1569
A2125,U1436,current,244555,1,1093
A2126,U1437,current,516650,0,316
A2127,U1438,current,85683,0,1340
A2128,U1438,savings,118723,1,1340
A2129,U1439,savings,7222,1,1085
A2130,U1439,current,64414,1,1085
A2131,U1440,current,5313,1,1595
A2132,U1440,current,17355,1,1595
A2133,U1441,current,542191,0,540
A2134,U1442,savings,713615,1,759
A2135,U1443,current,566456,0,221
A2136,U1444,savings,99063,0,386
A2137,U1445,current,184246,1,1640
A2138,U1445,savings,48074,0,1640
A2139,U1446,current,249909,0,1747
A2140,U1446,savings,202269,0,1747
A2141,U1447,savings,532586,0,1188
A2142,U1448,current,31167,0,661
A2143,U1449,savings,929768,0,1018
A2144,U1450,savings,32414,1,1255
A2145,U1451,current,202659,0,296
A2146,U1451,current,216508,1,296
A2147,U1452,savings,226930,0,1248
A2148,U1453,savings,347968,0,926
A2149,U1454,savings,203679,0,1181
A2150,U1454,savings,110052,0,1181
A2151,U1455,current,40402,1,671
A2152,U1455,savings,233731,0,671
A2153,U1456,current,406744,0,1119
A2154,U1457,current,577536,1,364
A2155,U1457,savings,865685,1,364
A2156,U1458,savings,63335,1,1089
A2157,U1458,savings,64406,0,1089
A2158,U1459,savings,186330,1,1663
A2159,U1459,current,163447,1,1663
A2160,U1460,current,134047,1,244
A2161,U1461,current,673622,1,1551
A2162,U1461,current,286637,0,1551
A2163,U1462,current,40949,1,716
A2164,U1462,current,61727,1,716
A2165,U1463,savings,374965,1,1341
A2166,U1464,current,37223,0,958
A2167,U1464,savings,180407,1,958
A2168,U1465,current,192655,1,211
A2169,U1466,current,242861,1,349
A2170,U1467,savings,52427,1,588
A2171,U1467,savings,120760,0,588
A2172,U1468,current,54623,0,212
A2173,U1468,savings,55137,1,212
A2174,U1469,current,74081,1,1471
A2175,U1470,current,64050,0,1663
A2176,U1470,savings,61915,0,1663
A2177,U1471,savings,5721,0,1737
A2178,U1471,current,45560,1,1737
A2179,U1472,savings,28253,1,400
A2180,U1473,current,202090,1,1022
A2181,U1474,current,30260,0,610
A2182,U1474,current,12051,1,610
A2183,U1475,savings,551066,1,1207
A2184,U1475,savings,660291,1,1207
A2185,U1476,savings,247660,1,902
A2186,U1476,current,216662,1,902
A2187,U1477,savings,119425,0,1235
A2188,U1477,current,129487,0,1235
A2189,U1478,current,137937,1,55
A2190,U1479,current,34822,0,1616
A2191,U1480,current,8107,0,1377
A2192,U1481,savings,21804,1,215
A2193,U1482,current,20919,0,1855
A2194,U1482,savings,31547,1,1855
A2195,U1483,savings,182762,1,608
A2196,U1484,savings,41059,0,1435
A2197,U1484,savings,33079,1,1435
A2198,U1485,savings,143970,0,174
A2199,U1485,savings,354308,1,174
A2200,U1486,savings,25303,1,469
A2201,U1487,current,21304,1,1435
A2202,U1487,savings,11804,0,1435
A2203,U1488,current,42913,1,491
A2204,U1489,savings,101564,1,429
A2205,U1490,current,33929,0,903
A2206,U1490,savings,221122,0,903
A2207,U1491,savings,29315,0,1375
A2208,U1491,current,22450,0,1375
A2209,U1492,current,40431,0,1809
A2210,U1493,savings,285656,1,505
A2211,U1493,savings,186246,0,505
A2212,U1494,current,217039,1,944
A2213,U1494,savings,381006,1,944
A2214,U1495,savings,332975,1,104
A2215,U1495,savings,415488,1,104
A2216,U1496,current,25668,1,1273
A2217,U1497,savings,32034,0,814
A2218,U1497,savings,4955,0,814
A2219,U1498,savings,106983,1,752
A2220,U1499,current,429307,1,645
A2221,U1499,current,541411,0,645
A2222,U1500,savings,169391,1,1888
A2223,U1501,current,451638,1,966
A2224,U1502,current,175055,1,1150
A2225,U1503,savings,186323,1,262
A2226,U1503,current,658464,0,262
A2227,U1504,current,120227,1,910
A2228,U1505,savings,17527,1,1063
A2229,U1506,savings,135245,0,779
A2230,U1506,current,108128,1,779
A2231,U1507,current,256534,0,1438
A2232,U1508,savings,18983,0,1901
A2233,U1508,savings,45627,0,1901
A2234,U1509,savings,172859,1,1280
A2235,U1509,savings,282008,1,1280
A2236,U1510,current,904728,0,1316
A2237,U1510,current,675060,1,1316
A2238,U1511,savings,81577,0,1142
A2239,U1512,savings,492263,1,601
A2240,U1512,savings,145418,1,601
A2241,U1513,savings,140157,1,657
A2242,U1514,savings,33563,0,893
A2243,U1515,savings,231215,0,1771
A2244,U1515,current,41222,0,1771
A2245,U1516,savings,180278,1,262
A2246,U1517,current,504362,1,560
A2247,U1517,savings,63917,1,560
A2248,U1518,savings,55377,0,347
A2249,U1518,savings,47011,0,347
A2250,U1519,savings,126077,1,1366
A2251,U1520,savings,62318,0,558
A2252,U1520,savings,45726,0,558
A2253,U1521,current,683362,1,1434
A2254,U1522,savings,419072,1,1746
A2255,U1522,savings,266790,0,1746
A2256,U1523,savings,12625,0,1870
A2257,U1524,current,110722,1,1908
A2258,U1524,savings,276103,1,1908
A2259,U1525,savings,9753,1,954
A2260,U1526,current,62105,1,700
A2261,U1527,savings,704877,0,347
A2262,U1527,savings,171947,1,347
A2263,U1528,current,172623,0,874
A2264,U1528,savings,253980,0,874
A2265,U1529,savings,18007,0,766
A2266,U1530,current,42534,0,1209
A2267,U1530,savings,38015,0,1209
A2268,U1531,current,254500,1,1274
A2269,U1532,current,50173,0,701
A2270,U1532,savings,17642,0,701
A2271,U1533,current,227629,0,647
A2272,U1534,current,58359,1,734
A2273,U1535,current,684948,0,241
A2274,U1535,savings,398696,0,241
A2275,U1536,savings,164471,0,214
A2276,U1537,current,116328,1,568
A2277,U1538,current,103322,1,581
A2278,U1539,current,431355,0,745
A2279,U1539,savings,180834,1,745
A2280,U1540,savings,245557,1,897
A2281,U1541,current,47631,0,34
A2282,U1541,current,82309,0,34
A2283,U1542,savings,46326,0,727
A2284,U1543,savings,58429,1,1647
A2285,U1543,current,32164,1,1647
A2286,U1544,current,164919,0,1104
A2287,U1545,current,35909,0,1196
A2288,U1545,savings,68835,1,1196
A2289,U1546,current,10149,0,640
A2290,U1547,savings,7998,1,760
A2291,U1548,current,57854,1,204
A2292,U1549,savings,14123,0,709
A2293,U1550,savings,332454,0,394
A2294,U1550,savings,503178,1,394
A2295,U1551,savings,42744,0,1855
A2296,U1551,current,53251,0,1855
A2297,U1552,savings,111167,1,173
A2298,U1552,current,139750,0,173
A2299,U1553,current,754344,1,1862
A2300,U1553,savings,195085,0,1862
A2301,U1554,current,227943,0,745
A2302,U1555,savings,26154,0,1721
A2303,U1555,savings,30359,0,1721
A2304,U1556,current,7243,1,1309
A2305,U1557,savings,10870,1,1428
A2306,U1558,current,76476,0,1869
A2307,U1558,savings,57082,0,1869
A2308,U1559,current,149331,1,919
A2309,U1559,current,105938,0,919
A2310,U1560,current,34828,0,821
A2311,U1561,current,135827,1,1588
A2312,U1562,savings,28264,0,1153
A2313,U1563,savings,522643,0,147
A2314,U1563,savings,775277,1,147
A2315,U1564,savings,7486,1,237
A2316,U1564,current,38918,1,237
A2317,U1565,savings,292210,0,359
A2318,U1565,savings,199516,0,359
A2319,U1566,savings,22494,1,500
A2320,U1567,current,28255,0,1182
A2321,U1567,savings,82612,1,1182
A2322,U1568,savings,489565,0,948
A2323,U1569,savings,21788,0,31
A2324,U1569,savings,10523,1,31
A2325,U1570,savings,57013,0,835
A2326,U1571,current,32458,1,1408
A2327,U1572,savings,11544,0,1874
A2328,U1573,savings,18048,0,1199
A2329,U1573,savings,17655,1,1199
A2330,U1574,savings,51198,0,1116
A2331,U1574,savings,253295,1,1116
A2332,U1575,savings,806036,0,1905
A2333,U1576,current,406215,1,466
A2334,U1576,current,623672,0,466
A2335,U1577,savings,158452,0,176
A2336,U1578,current,386082,0,1101
A2337,U1578,current,450956,0,1101
A2338,U1579,savings,76976,0,1141
A2339,U1579,current,45098,0,1141
A2340,U1580,savings,11671,1,1255
A2341,U1581,current,267581,1,543
A2342,U1581,current,190939,0,543
A2343,U1582,current,141903,1,1854
A2344,U1583,savings,525270,1,1748
A2345,U1584,current,50464,0,826
A2346,U1585,current,87575,0,435
A2347,U1585,savings,65561,0,435
A2348,U1586,savings,124267,0,670
A2349,U1587,savings,59191,0,1966
A2350,U1587,savings,65731,0,1966
A2351,U1588,current,61102,0,246
A2352,U1588,savings,44602,0,246
A2353,U1589,savings,21916,0,871
A2354,U1590,current,56447,1,632
A2355,U1591,savings,13125,0,1593
A2356,U1592,current,12739,0,791
A2357,U1593,current,64906,1,1526
A2358,U1594,current,8599,0,465
A2359,U1595,current,109878,0,187
A2360,U1595,savings,87661,0,187
A2361,U1596,savings,36357,1,368
A2362,U1596,current,40883,1,368
A2363,U1597,savings,21038,0,422
A2364,U1598,current,349061,0,1695
A2365,U1599,savings,33396,0,981
A2366,U1599,savings,34593,1,981
A2367,U1600,current,786329,0,707
A2368,U1601,current,14832,0,646
A2369,U1602,current,598760,0,679
A2370,U1602,savings,467926,0,679
A2371,U1603,current,456262,1,1735
A2372,U1604,savings,285965,0,585
A2373,U1605,current,214604,1,1951
A2374,U1606,current,41872,0,326
A2375,U1607,savings,81241,0,770
A2376,U1608,current,99134,0,1143
A2377,U1608,current,112805,0,1143
A2378,U1609,savings,112356,1,1656
A2379,U1609,current,56280,1,1656
A2380,U1610,savings,242478,1,613
A2381,U1611,current,131345,0,159
A2382,U1612,current,36013,0,1119
A2383,U1613,savings,77406,1,1631
A2384,U1614,current,27656,0,1892
A2385,U1614,current,30768,0,1892
A2386,U1615,current,34537,0,1419
A2387,U1615,current,30926,0,1419
A2388,U1616,savings,14680,0,255
A2389,U1616,current,50929,0,255
A2390,U1617,savings,256521,1,746
A2391,U1617,current,475663,0,746
A2392,U1618,current,165016,0,299
A2393,U1619,current,60707,0,253
A2394,U1619,savings,159423,0,253
A2395,U1620,savings,81277,0,185
A2396,U1620,savings,232361,1,185
A2397,U1621,savings,38806,0,1601
A2398,U1621,current,65838,0,1601
A2399,U1622,current,32511,1,1444
A2400,U1622,current,39136,0,1444
A2401,U1623,current,59488,1,1821
A2402,U1624,savings,106065,0,1875
A2403,U1625,current,18816,1,977
A2404,U1626,current,94714,1,1772
A2405,U1626,current,223835,1,1772
A2406,U1627,savings,243103,1,1041
A2407,U1627,current,64474,1,1041
A2408,U1628,savings,24328,1,1610
A2409,U1628,current,65170,1,1610
A2410,U1629,current,44156,0,1297
A2411,U1629,current,24546,0,1297
A2412,U1630,current,150026,0,1487
A2413,U1630,current,363451,1,1487
A2414,U1631,current,11486,1,161
A2415,U1632,current,8595,1,227
A2416,U1632,current,26007,0,227
A2417,U1633,savings,299478,0,330
A2418,U1633,current,383596,0,330
A2419,U1634,savings,44839,1,815
A2420,U1635,current,232972,1,487
A2421,U1635,current,148065,1,487
A2422,U1636,current,26372,0,1638
A2423,U1636,savings,18403,0,1638
A2424,U1637,savings,56348,1,1571
A2425,U1637,current,40134,0,1571
A2426,U1638,savings,74677,1,842
A2427,U1638,savings,18357,1,842
A2428,U1639,current,357666,0,507
A2429,U1640,savings,679759,0,313
A2430,U1641,savings,30488,1,1389
A2431,U1642,current,10484,0,450
A2432,U1643,current,286211,0,445
A2433,U1643,savings,510801,1,445
A2434,U1644,savings,568027,0,1647
A2435,U1644,savings,616640,1,1647
A2436,U1645,savings,261390,1,1839
A2437,U1645,current,39465,1,1839
A2438,U1646,current,353961,1,136
A2439,U1647,savings,16595,1,1338
A2440,U1647,savings,26242,0,1338
A2441,U1648,current,55542,1,234
A2442,U1649,savings,32024,0,1370
A2443,U1650,current,443483,1,1240
A2444,U1651,savings,40651,1,144
A2445,U1651,current,284685,1,144
A2446,U1652,savings,41583,1,613
