user_id,age,employment_type,income,credit_score,risk_profile,home_location,account_created_at
U969,21,self-employed,121587,665,medium,Mumbai,2020-11-12 22:39:56.914125
U970,58,student,5246,348,high,Delhi,2024-11-25 22:39:56.914125
U971,60,salaried,105537,647,medium,Hyderabad,2021-10-19 22:39:56.914125
U972,35,student,12613,300,high,Pune,2023-01-07 22:39:56.914125
U973,48,self-employed,115696,632,medium,Mumbai,2023-02-02 22:39:56.914125
U974,39,student,16352,356,high,Mumbai,2021-03-30 22:39:56.914125
U975,36,salaried,41731,425,high,Hyderabad,2025-03-29 22:39:56.914125
U976,53,self-employed,181597,855,low,Delhi,2025-03-22 22:39:56.914125
U977,62,self-employed,148399,743,medium,Kanpur,2021-10-30 22:39:56.914125
U978,26,self-employed,70675,553,high,Pune,2025-09-28 22:39:56.914125
U979,26,self-employed,116312,636,medium,Delhi,2020-11-26 22:39:56.914125
U980,59,student,18948,340,high,Delhi,2021-05-17 22:39:56.914125
U981,41,salaried,45555,389,high,Bangalore,2025-02-19 22:39:56.914125
U982,52,student,19497,348,high,Delhi,2024-06-11 22:39:56.914125
U983,65,student,5963,302,high,Bangalore,2023-04-11 22:39:56.914125
U984,22,salaried,27327,359,high,Pune,2025-08-27 22:39:56.914125
U985,61,student,13468,384,high,Kanpur,2021-10-01 22:39:56.914125
U986,52,student,7073,368,high,Bangalore,2024-02-21 22:39:56.914125
U987,25,salaried,28826,414,high,Kanpur,2021-05-28 22:39:56.914125
U988,25,salaried,95500,563,high,Pune,2021-08-07 22:39:56.914125
U989,39,student,7540,309,high,Pune,2024-12-18 22:39:56.914125
U990,30,self-employed,96280,560,high,Bangalore,2022-03-29 22:39:56.914125
U991,65,salaried,71508,507,high,Pune,2023-10-11 22:39:56.914125
U992,55,salaried,52905,408,high,Mumbai,2024-10-16 22:39:56.914125
U993,61,student,9060,365,high,Delhi,2022-09-07 22:39:56.914125
U994,18,student,6426,300,high,Bangalore,2024-04-11 22:39:56.914125
U995,48,self-employed,182044,866,low,Delhi,2024-08-27 22:39:56.914125
U996,38,salaried,80003,545,high,Hyderabad,2020-09-16 22:39:56.915318
U997,49,salaried,28499,401,high,Pune,2021-10-15 22:39:56.915318
U998,39,self-employed,105653,639,medium,Mumbai,2024-10-28 22:39:56.915318
U999,45,self-employed,85954,548,high,Pune,2020-09-04 22:39:56.915318
U1000,50,salaried,30008,401,high,Bangalore,2021-09-26 22:39:56.915318
U1001,57,self-employed,62246,529,high,Delhi,2021-09-09 22:39:56.915318
U1002,19,self-employed,183359,847,low,Bangalore,2022-01-31 22:39:56.915318
U1003,20,student,13073,380,high,Pune,2020-10-30 22:39:56.915318
U1004,47,self-employed,30005,385,high,Pune,2023-11-13 22:39:56.915318
U1005,55,student,10822,342,high,Bangalore,2025-06-27 22:39:56.915318
U1006,55,salaried,27706,353,high,Pune,2020-12-07 22:39:56.915318
U1007,22,salaried,99211,577,high,Bangalore,2024-08-04 22:39:56.915318
U1008,24,self-employed,114507,668,medium,Bangalore,2021-09-24 22:39:56.915318
U1009,52,student,5637,361,high,Bangalore,2021-06-09 22:39:56.915318
U1010,20,self-employed,69434,553,high,Pune,2021-01-27 22:39:56.915318
U1011,50,salaried,37117,420,high,Mumbai,2022-10-17 22:39:56.915318
U1012,35,student,7547,331,high,Pune,2021-06-30 22:39:56.915318
U1013,21,student,8378,305,high,Hyderabad,2020-09-15 22:39:56.915318
U1014,58,student,16345,372,high,Kanpur,2024-06-12 22:39:56.915318
U1015,42,student,10405,352,high,Mumbai,2023-10-16 22:39:56.915318
U1016,58,salaried,89495,546,high,Delhi,2021-03-28 22:39:56.915318
U1017,53,student,6935,330,high,Delhi,2020-10-11 22:39:56.915318
U1018,40,self-employed,22230,352,high,Delhi,2023-06-15 22:39:56.915318
U1019,44,student,18155,318,high,Kanpur,2022-10-03 22:39:56.915318
U1020,35,student,6742,306,high,Mumbai,2025-12-05 22:39:56.915318
U1021,24,self-employed,82381,548,high,Bangalore,2025-11-04 22:39:56.915318
U1022,33,salaried,119417,664,medium,Delhi,2024-10-12 22:39:56.915318
U1023,29,self-employed,27599,368,high,Kanpur,2021-02-06 22:39:56.915318
U1024,56,salaried,85189,584,high,Bangalore,2020-09-13 22:39:56.915318
U1025,29,student,17628,392,high,Bangalore,2022-08-20 22:39:56.915318
U1026,32,student,6660,300,high,Pune,2024-03-08 22:39:56.915318
U1027,29,self-employed,53115,442,high,Kanpur,2023-03-30 22:39:56.915318
U1028,27,student,12946,386,high,Delhi,2024-12-11 22:39:56.915318
U1029,50,salaried,112885,657,medium,Kanpur,2021-09-07 22:39:56.915318
U1030,32,salaried,93788,564,high,Pune,2023-06-29 22:39:56.915318
U1031,46,salaried,68120,493,high,Mumbai,2022-10-12 22:39:56.915318
U1032,42,student,13022,339,high,Kanpur,2020-10-19 22:39:56.915318
U1033,24,student,6399,300,high,Delhi,2021-11-11 22:39:56.915318
U1034,38,salaried,55840,461,high,Hyderabad,2022-06-08 22:39:56.915318
U1035,50,salaried,62213,447,high,Delhi,2022-09-14 22:39:56.915318
U1036,26,student,10118,361,high,Bangalore,2024-04-24 22:39:56.915318
U1037,22,self-employed,27342,422,high,Bangalore,2025-01-25 22:39:56.915318
U1038,45,student,12345,387,high,Delhi,2020-11-15 22:39:56.915318
U1039,35,salaried,100164,595,high,Pune,2025-09-29 22:39:56.915318
U1040,30,self-employed,143080,710,medium,Bangalore,2024-05-24 22:39:56.915318
U1041,33,student,13108,325,high,Hyderabad,2025-08-05 22:39:56.915318
U1042,60,salaried,54991,489,high,Delhi,2024-03-01 22:39:56.915318
U1043,25,salaried,84154,541,high,Hyderabad,2022-05-12 22:39:56.915318
U1044,49,student,15948,367,high,Bangalore,2023-02-22 22:39:56.915318
U1045,65,student,7935,300,high,Kanpur,2023-11-02 22:39:56.915318
U1046,43,self-employed,178488,786,low,Bangalore,2024-09-13 22:39:56.915318
U1047,41,salaried,106376,621,medium,Pune,2021-03-01 22:39:56.915318
U1048,51,self-employed,75467,571,high,Delhi,2022-04-22 22:39:56.915318
U1049,18,self-employed,184618,889,low,Delhi,2025-05-07 22:39:56.915318
U1050,32,salaried,61868,504,high,Pune,2024-02-12 22:39:56.915318
U1051,58,student,12616,318,high,Delhi,2022-03-04 22:39:56.915318
U1052,58,salaried,109707,638,medium,Hyderabad,2023-01-03 22:39:56.915318
U1053,45,student,7156,305,high,Bangalore,2024-07-10 22:39:56.915318
U1054,32,self-employed,62430,478,high,Kanpur,2024-08-08 22:39:56.915318
U1055,18,student,6781,300,high,Kanpur,2023-02-06 22:39:56.915318
U1056,20,salaried,88256,582,high,Mumbai,2024-07-11 22:39:56.915318
U1057,25,self-employed,120187,694,medium,Hyderabad,2022-06-30 22:39:56.916322
U1058,24,self-employed,54614,499,high,Delhi,2021-08-10 22:39:56.916322
U1059,47,salaried,41521,418,high,Hyderabad,2024-02-05 22:39:56.916322
U1060,35,salaried,74459,573,high,Pune,2024-03-14 22:39:56.916322
U1061,23,self-employed,73738,479,high,Bangalore,2025-10-12 22:39:56.916322
U1062,36,student,13697,339,high,Bangalore,2021-06-17 22:39:56.916322
U1063,23,student,15244,308,high,Delhi,2020-12-14 22:39:56.916322
U1064,24,salaried,82349,580,high,Pune,2025-12-20 22:39:56.916322
U1065,33,self-employed,198375,900,low,Hyderabad,2021-03-12 22:39:56.916322
U1066,27,student,13128,361,high,Pune,2024-04-24 22:39:56.916322
U1067,39,student,7463,314,high,Mumbai,2025-01-24 22:39:56.916322
U1068,47,self-employed,134579,729,medium,Pune,2023-07-17 22:39:56.916322
U1069,52,self-employed,193558,881,low,Pune,2022-03-18 22:39:56.916322
U1070,23,salaried,65188,545,high,Bangalore,2021-01-29 22:39:56.916322
U1071,51,salaried,61510,529,high,Mumbai,2025-01-29 22:39:56.916322
U1072,61,student,15740,328,high,Hyderabad,2021-04-14 22:39:56.916322
U1073,65,salaried,51055,408,high,Delhi,2023-09-06 22:39:56.916322
U1074,24,student,8582,310,high,Mumbai,2025-10-01 22:39:56.916322
U1075,33,self-employed,106683,644,medium,Mumbai,2025-10-21 22:39:56.916322
U1076,56,student,15532,387,high,Pune,2024-02-20 22:39:56.916322
U1077,58,salaried,62434,443,high,Bangalore,2022-12-17 22:39:56.916322
U1078,18,student,5716,321,high,Delhi,2024-07-18 22:39:56.916322
U1079,34,student,18054,402,high,Delhi,2022-12-30 22:39:56.916322
U1080,55,student,15060,351,high,Pune,2024-04-07 22:39:56.916322
U1081,32,student,9645,300,high,Hyderabad,2024-01-19 22:39:56.916322
U1082,55,student,18511,327,high,Pune,2021-06-10 22:39:56.916322
U1083,26,self-employed,169614,843,low,Kanpur,2025-01-22 22:39:56.916322
U1084,36,salaried,41804,472,high,Kanpur,2021-05-29 22:39:56.916322
U1085,29,salaried,101100,554,high,Hyderabad,2023-06-27 22:39:56.916322
U1086,52,self-employed,89298,606,medium,Pune,2022-06-11 22:39:56.916322
U1087,37,student,12016,335,high,Bangalore,2025-05-31 22:39:56.916322
U1088,30,self-employed,191933,845,low,Bangalore,2023-07-08 22:39:56.916322
U1089,65,self-employed,173874,851,low,Pune,2023-07-31 22:39:56.916322
U1090,60,self-employed,63708,473,high,Bangalore,2022-03-25 22:39:56.916322
U1091,43,self-employed,99085,581,high,Hyderabad,2023-10-16 22:39:56.916322
U1092,55,self-employed,113899,651,medium,Bangalore,2020-12-10 22:39:56.916322
U1093,36,self-employed,86241,548,high,Mumbai,2025-04-11 22:39:56.916322
U1094,47,student,19767,314,high,Kanpur,2021-08-30 22:39:56.916322
U1095,48,salaried,80065,581,high,Delhi,2025-06-16 22:39:56.916322
U1096,27,student,10841,367,high,Bangalore,2025-10-29 22:39:56.916322
U1097,30,salaried,39961,438,high,Delhi,2024-05-01 22:39:56.916322
U1098,29,salaried,47096,412,high,Pune,2021-11-01 22:39:56.916322
U1099,40,student,9471,300,high,Kanpur,2023-05-20 22:39:56.916322
U1100,19,salaried,101113,648,medium,Pune,2021-03-11 22:39:56.916322
U1101,28,salaried,43705,463,high,Mumbai,2021-06-22 22:39:56.916322
U1102,45,student,13296,324,high,Hyderabad,2026-01-20 22:39:56.916322
U1103,22,salaried,119168,698,medium,Pune,2020-12-10 22:39:56.916322
U1104,27,student,10174,345,high,Mumbai,2021-09-09 22:39:56.916322
U1105,46,salaried,96140,561,high,Bangalore,2022-12-31 22:39:56.916322
U1106,61,student,16255,300,high,Kanpur,2021-04-05 22:39:56.916322
U1107,40,student,16534,379,high,Delhi,2022-08-29 22:39:56.916322
U1108,18,self-employed,121299,614,medium,Mumbai,2022-06-12 22:39:56.916322
U1109,55,salaried,113111,643,medium,Hyderabad,2025-03-09 22:39:56.916322
U1110,49,salaried,60688,530,high,Bangalore,2025-01-31 22:39:56.916322
U1111,20,salaried,98160,571,high,Pune,2023-03-18 22:39:56.917395
U1112,48,student,10327,349,high,Bangalore,2023-06-15 22:39:56.917395
U1113,51,salaried,60124,469,high,Delhi,2022-03-19 22:39:56.917395
U1114,53,self-employed,84036,549,high,Kanpur,2022-02-19 22:39:56.917395
U1115,43,salaried,64305,478,high,Kanpur,2020-11-28 22:39:56.917395
U1116,44,self-employed,158801,741,medium,Hyderabad,2022-03-25 22:39:56.917395
U1117,47,salaried,115242,598,high,Pune,2025-10-12 22:39:56.917395
U1118,60,self-employed,158108,819,low,Mumbai,2024-08-20 22:39:56.917395
U1119,54,student,10848,300,high,Mumbai,2023-11-26 22:39:56.917395
U1120,27,self-employed,115777,668,medium,Kanpur,2021-04-25 22:39:56.917395
U1121,46,self-employed,177644,832,low,Bangalore,2025-09-29 22:39:56.917395
U1122,34,salaried,98600,553,high,Kanpur,2025-11-09 22:39:56.917395
U1123,56,self-employed,197321,872,low,Bangalore,2025-01-21 22:39:56.917395
U1124,56,student,5776,306,high,Delhi,2024-01-26 22:39:56.917395
U1125,37,self-employed,198169,900,low,Bangalore,2022-09-05 22:39:56.917395
U1126,42,student,18801,372,high,Mumbai,2024-10-12 22:39:56.917395
U1127,54,self-employed,59547,523,high,Mumbai,2020-10-12 22:39:56.917395
U1128,46,self-employed,146716,736,medium,Delhi,2023-06-02 22:39:56.917395
U1129,64,student,19900,335,high,Hyderabad,2025-04-03 22:39:56.917395
U1130,57,self-employed,152498,709,medium,Hyderabad,2023-01-05 22:39:56.917395
U1131,53,student,18537,310,high,Kanpur,2024-07-10 22:39:56.917395
U1132,37,self-employed,191103,841,low,Pune,2023-04-15 22:39:56.917395
U1133,44,salaried,71839,509,high,Kanpur,2025-10-30 22:39:56.917395
U1134,50,self-employed,100850,554,high,Mumbai,2021-06-10 22:39:56.917395
U1135,53,salaried,36590,459,high,Pune,2023-09-25 22:39:56.917395
U1136,40,student,5529,315,high,Bangalore,2022-10-18 22:39:56.917395
U1137,28,student,17651,398,high,Mumbai,2024-03-14 22:39:56.917395
U1138,56,self-employed,196101,856,low,Hyderabad,2022-05-14 22:39:56.917395
U1139,20,self-employed,32663,413,high,Bangalore,2022-11-28 22:39:56.917395
U1140,65,salaried,102660,595,high,Kanpur,2025-02-19 22:39:56.917395
U1141,34,student,14027,319,high,Kanpur,2024-02-25 22:39:56.917395
U1142,29,salaried,111116,668,medium,Delhi,2022-07-10 22:39:56.917395
U1143,34,student,10950,363,high,Mumbai,2021-01-08 22:39:56.917395
U1144,56,student,5491,348,high,Delhi,2026-01-01 22:39:56.917395
U1145,40,self-employed,131385,731,medium,Pune,2024-05-02 22:39:56.917395
U1146,62,self-employed,59390,470,high,Pune,2024-07-29 22:39:56.917395
U1147,37,self-employed,55841,509,high,Kanpur,2025-09-02 22:39:56.917395
U1148,34,salaried,38041,464,high,Kanpur,2021-11-14 22:39:56.917395
U1149,24,salaried,25576,420,high,Pune,2025-01-27 22:39:56.917395
U1150,54,self-employed,162032,804,low,Bangalore,2021-10-16 22:39:56.917395
U1151,42,student,7927,335,high,Hyderabad,2025-11-25 22:39:56.917395
U1152,44,salaried,116077,655,medium,Kanpur,2023-09-12 22:39:56.917395
U1153,21,self-employed,78156,509,high,Pune,2022-08-06 22:39:56.917395
U1154,40,self-employed,94832,536,high,Hyderabad,2020-09-30 22:39:56.917395
U1155,49,student,11122,341,high,Bangalore,2021-11-12 22:39:56.917395
U1156,39,student,5563,300,high,Bangalore,2024-07-03 22:39:56.917395
U1157,23,student,7554,311,high,Bangalore,2023-08-04 22:39:56.917395
U1158,39,salaried,105519,614,medium,Delhi,2023-11-13 22:39:56.917395
U1159,64,student,15084,336,high,Kanpur,2023-02-11 22:39:56.917395
U1160,29,self-employed,52386,487,high,Pune,2024-12-11 22:39:56.918426
U1161,35,salaried,105201,633,medium,Hyderabad,2021-07-16 22:39:56.918426
U1162,65,self-employed,108332,661,medium,Delhi,2023-11-27 22:39:56.918426
U1163,24,salaried,77006,580,high,Delhi,2025-08-04 22:39:56.918426
U1164,53,self-employed,95362,585,high,Pune,2023-09-11 22:39:56.918426
U1165,41,student,12074,304,high,Bangalore,2023-05-01 22:39:56.918426
U1166,30,salaried,93780,533,high,Kanpur,2025-04-28 22:39:56.918426
U1167,61,self-employed,179113,853,low,Mumbai,2024-04-13 22:39:56.918426
U1168,59,student,19736,319,high,Kanpur,2023-04-22 22:39:56.918426
U1169,43,salaried,74279,478,high,Hyderabad,2025-10-24 22:39:56.918426
U1170,44,salaried,42893,388,high,Mumbai,2021-11-09 22:39:56.918426
U1171,21,salaried,65774,493,high,Pune,2024-08-26 22:39:56.918426
U1172,32,self-employed,79517,526,high,Delhi,2022-11-15 22:39:56.918426
U1173,26,salaried,114739,625,medium,Mumbai,2021-05-05 22:39:56.918426
U1174,24,salaried,97649,585,high,Mumbai,2022-11-15 22:39:56.918426
U1175,45,salaried,72934,488,high,Kanpur,2020-12-04 22:39:56.918426
U1176,39,salaried,103236,582,high,Mumbai,2025-05-16 22:39:56.918426
U1177,43,self-employed,65021,502,high,Hyderabad,2023-03-08 22:39:56.918426
U1178,51,self-employed,90615,603,medium,Kanpur,2025-03-23 22:39:56.918426
U1179,36,student,12834,341,high,Kanpur,2025-08-07 22:39:56.918426
U1180,31,student,17606,352,high,Mumbai,2023-10-01 22:39:56.918426
U1181,59,student,5117,300,high,Kanpur,2025-10-21 22:39:56.918426
U1182,45,self-employed,33642,402,high,Delhi,2025-01-20 22:39:56.918426
U1183,58,student,15267,382,high,Pune,2022-12-24 22:39:56.918426
U1184,59,salaried,50071,463,high,Kanpur,2025-12-10 22:39:56.918426
U1185,34,student,5844,325,high,Pune,2020-09-29 22:39:56.918426
U1186,42,student,13316,338,high,Bangalore,2020-11-04 22:39:56.918426
U1187,42,student,10115,308,high,Mumbai,2025-11-13 22:39:56.918426
U1188,18,student,15678,357,high,Pune,2022-03-23 22:39:56.918426
U1189,60,student,17414,358,high,Bangalore,2022-03-31 22:39:56.918426
U1190,50,self-employed,192564,873,low,Mumbai,2022-07-20 22:39:56.918426
U1191,47,student,14476,320,high,Mumbai,2023-08-14 22:39:56.918426
U1192,30,salaried,46539,437,high,Delhi,2022-06-28 22:39:56.918426
U1193,38,student,6977,314,high,Bangalore,2022-10-24 22:39:56.918426
U1194,53,student,13699,388,high,Pune,2021-11-09 22:39:56.918426
U1195,61,student,6677,314,high,Kanpur,2022-03-30 22:39:56.918426
U1196,49,self-employed,126299,634,medium,Pune,2025-12-13 22:39:56.918426
U1197,61,self-employed,146897,718,medium,Kanpur,2021-06-15 22:39:56.918426
U1198,32,student,6039,300,high,Delhi,2020-12-10 22:39:56.918426
U1199,21,student,6014,366,high,Bangalore,2025-07-15 22:39:56.918426
U1200,60,student,5216,308,high,Kanpur,2024-04-05 22:39:56.918426
U1201,25,self-employed,69031,510,high,Kanpur,2024-08-01 22:39:56.918426
U1202,25,self-employed,25252,410,high,Hyderabad,2023-05-21 22:39:56.918426
U1203,50,salaried,99665,580,high,Delhi,2024-11-07 22:39:56.918426
U1204,20,self-employed,35090,432,high,Bangalore,2024-08-10 22:39:56.918426
U1205,36,salaried,37141,425,high,Kanpur,2023-01-17 22:39:56.918426
U1206,31,salaried,25700,406,high,Pune,2021-10-06 22:39:56.918426
U1207,54,salaried,40212,420,high,Hyderabad,2023-01-25 22:39:56.918426
U1208,21,student,19315,386,high,Bangalore,2025-03-30 22:39:56.918426
U1209,56,student,10239,356,high,Hyderabad,2025-06-22 22:39:56.918426
U1210,49,student,10051,361,high,Delhi,2021-04-29 22:39:56.918426
U1211,40,student,6322,348,high,Bangalore,2025-05-08 22:39:56.919427
U1212,62,self-employed,152898,800,low,Bangalore,2021-11-28 22:39:56.919427
U1213,56,self-employed,199286,900,low,Pune,2022-05-15 22:39:56.919427
U1214,60,student,9627,359,high,Delhi,2021-07-02 22:39:56.919427
U1215,25,salaried,68283,534,high,Kanpur,2021-09-29 22:39:56.919427
U1216,43,self-employed,150494,783,low,Delhi,2023-03-24 22:39:56.919427
U1217,28,salaried,68437,511,high,Mumbai,2021-11-30 22:39:56.919427
U1218,23,student,6264,343,high,Kanpur,2025-02-14 22:39:56.919427
U1219,41,student,19865,360,high,Hyderabad,2024-06-08 22:39:56.919427
U1220,45,student,12960,382,high,Bangalore,2025-08-05 22:39:56.919427
U1221,29,salaried,74020,548,high,Delhi,2023-08-23 22:39:56.919427
U1222,32,salaried,111398,634,medium,Delhi,2021-05-06 22:39:56.919427
U1223,55,self-employed,107580,589,high,Hyderabad,2023-09-24 22:39:56.919427
U1224,31,salaried,111712,607,medium,Hyderabad,2021-01-27 22:39:56.919427
U1225,63,salaried,65279,490,high,Hyderabad,2024-02-27 22:39:56.919427
U1226,43,salaried,55324,439,high,Pune,2023-09-08 22:39:56.919427
U1227,36,salaried,54162,478,high,Pune,2025-01-30 22:39:56.919427
U1228,24,salaried,83307,506,high,Bangalore,2023-09-26 22:39:56.919427
U1229,46,salaried,71106,526,high,Bangalore,2023-02-11 22:39:56.919427
U1230,34,student,6744,300,high,Hyderabad,2024-04-09 22:39:56.919427
U1231,49,salaried,107503,647,medium,Pune,2021-02-17 22:39:56.919427
U1232,33,student,14420,329,high,Bangalore,2022-04-04 22:39:56.919427
U1233,20,self-employed,198070,900,low,Kanpur,2021-06-02 22:39:56.919427
U1234,18,salaried,67508,515,high,Mumbai,2024-04-03 22:39:56.919427
U1235,23,salaried,27052,395,high,Bangalore,2023-06-08 22:39:56.919427
U1236,22,self-employed,114083,648,medium,Mumbai,2025-08-08 22:39:56.919427
U1237,45,salaried,40263,371,high,Mumbai,2023-11-27 22:39:56.919427
U1238,24,salaried,117037,631,medium,Delhi,2021-11-25 22:39:56.919427
U1239,20,salaried,44007,467,high,Hyderabad,2021-07-10 22:39:56.919427
U1240,54,self-employed,124958,666,medium,Kanpur,2022-07-09 22:39:56.919427
U1241,45,student,19142,357,high,Hyderabad,2024-04-08 22:39:56.919427
U1242,20,salaried,73508,542,high,Pune,2024-08-16 22:39:56.919427
U1243,48,self-employed,127128,706,medium,Mumbai,2025-10-05 22:39:56.919427
U1244,42,self-employed,169006,769,low,Mumbai,2021-11-08 22:39:56.919427
U1245,46,salaried,93924,628,medium,Kanpur,2021-03-08 22:39:56.919427
U1246,27,salaried,66065,450,high,Pune,2024-05-31 22:39:56.919427
U1247,39,student,12302,330,high,Kanpur,2021-02-15 22:39:56.919427
U1248,38,student,11300,376,high,Kanpur,2025-12-27 22:39:56.919427
U1249,64,self-employed,175152,859,low,Mumbai,2025-01-27 22:39:56.919427
U1250,42,student,11120,300,high,Bangalore,2023-01-01 22:39:56.919427
U1251,33,self-employed,189328,876,low,Bangalore,2022-04-21 22:39:56.919427
U1252,26,salaried,42164,436,high,Pune,2023-04-03 22:39:56.919427
U1253,55,student,15804,342,high,Delhi,2021-04-06 22:39:56.919427
U1254,64,student,11615,382,high,Kanpur,2025-12-01 22:39:56.919427
U1255,62,student,16631,349,high,Pune,2022-12-26 22:39:56.919427
U1256,53,self-employed,34308,410,high,Kanpur,2022-12-04 22:39:56.919427
U1257,49,student,18828,355,high,Hyderabad,2021-04-06 22:39:56.919427
U1258,45,salaried,60851,505,high,Mumbai,2021-07-06 22:39:56.919427
U1259,47,salaried,110136,665,medium,Mumbai,2025-06-06 22:39:56.919427
U1260,39,self-employed,94936,584,high,Hyderabad,2024-07-28 22:39:56.919427
U1261,19,self-employed,133803,728,medium,Kanpur,2021-02-04 22:39:56.920432
U1262,18,student,12275,307,high,Bangalore,2022-09-05 22:39:56.920432
U1263,56,self-employed,133887,706,medium,Delhi,2023-02-16 22:39:56.920432
U1264,36,salaried,119705,680,medium,Mumbai,2023-05-26 22:39:56.920432
U1265,41,student,19545,310,high,Kanpur,2024-02-24 22:39:56.920432
U1266,23,salaried,37591,384,high,Hyderabad,2023-12-04 22:39:56.920432
U1267,46,student,12587,300,high,Pune,2020-10-22 22:39:56.920432
U1268,18,salaried,105141,595,high,Mumbai,2024-09-07 22:39:56.920432
U1269,61,student,9341,367,high,Mumbai,2020-11-21 22:39:56.920432
U1270,35,salaried,103077,641,medium,Pune,2025-05-30 22:39:56.920432
U1271,41,self-employed,48565,495,high,Delhi,2022-02-11 22:39:56.920432
U1272,54,salaried,63444,443,high,Bangalore,2020-10-02 22:39:56.920432
U1273,18,student,8603,375,high,Kanpur,2021-03-21 22:39:56.920432
U1274,23,salaried,66969,532,high,Hyderabad,2024-10-12 22:39:56.920432
U1275,36,self-employed,78383,505,high,Mumbai,2023-01-25 22:39:56.920432
U1276,62,self-employed,139937,727,medium,Pune,2021-06-04 22:39:56.920432
U1277,44,self-employed,64232,486,high,Mumbai,2024-12-31 22:39:56.920432
U1278,49,self-employed,74307,506,high,Kanpur,2025-12-18 22:39:56.920432
U1279,31,salaried,87112,531,high,Bangalore,2022-11-21 22:39:56.920432
U1280,49,salaried,29645,360,high,Bangalore,2025-09-04 22:39:56.920432
U1281,61,self-employed,190282,882,low,Pune,2024-06-23 22:39:56.920432
U1282,42,self-employed,77282,581,high,Pune,2022-03-05 22:39:56.920432
U1283,60,self-employed,68612,484,high,Mumbai,2023-12-25 22:39:56.920432
U1284,29,salaried,64281,481,high,Mumbai,2023-09-29 22:39:56.920432
U1285,51,salaried,29044,362,high,Mumbai,2023-01-06 22:39:56.920432
U1286,63,student,19343,340,high,Mumbai,2022-07-09 22:39:56.920432
U1287,62,self-employed,154624,731,medium,Bangalore,2023-01-09 22:39:56.920432
U1288,21,student,19981,399,high,Bangalore,2023-02-07 22:39:56.920432
U1289,53,student,15222,330,high,Mumbai,2023-03-25 22:39:56.920432
U1290,33,salaried,95694,610,medium,Mumbai,2025-06-11 22:39:56.920432
U1291,38,student,9291,300,high,Mumbai,2025-09-11 22:39:56.920432
U1292,59,self-employed,30102,395,high,Pune,2021-11-05 22:39:56.920432
U1293,52,student,14805,304,high,Kanpur,2025-04-21 22:39:56.920432
U1294,44,student,10898,335,high,Bangalore,2023-05-30 22:39:56.920432
U1295,44,student,12507,374,high,Pune,2025-10-31 22:39:56.920432
U1296,19,salaried,103439,569,high,Bangalore,2023-05-10 22:39:56.920432
U1297,42,student,8521,341,high,Hyderabad,2022-02-28 22:39:56.920432
U1298,36,salaried,102091,618,medium,Bangalore,2021-01-22 22:39:56.920432
U1299,46,self-employed,93028,591,high,Bangalore,2022-07-25 22:39:56.920432
U1300,45,self-employed,47043,428,high,Pune,2021-03-05 22:39:56.920432
U1301,35,student,13000,324,high,Mumbai,2024-12-17 22:39:56.920432
U1302,21,self-employed,191055,900,low,Hyderabad,2024-11-30 22:39:56.920432
U1303,49,student,11450,345,high,Mumbai,2021-05-26 22:39:56.920432
U1304,50,student,11809,349,high,Bangalore,2025-03-27 22:39:56.920432
U1305,24,salaried,88878,582,high,Delhi,2023-12-10 22:39:56.920432
U1306,63,student,18143,348,high,Pune,2022-01-25 22:39:56.920432
U1307,60,student,15959,391,high,Pune,2023-08-17 22:39:56.920432
U1308,52,self-employed,58967,525,high,Bangalore,2024-12-24 22:39:56.920432
U1309,43,self-employed,131548,741,medium,Bangalore,2020-12-06 22:39:56.920432
U1310,58,self-employed,190517,829,low,Hyderabad,2023-07-21 22:39:56.920432
U1311,60,self-employed,53711,460,high,Hyderabad,2023-02-19 22:39:56.921426
U1312,21,student,13228,359,high,Delhi,2024-04-05 22:39:56.921426
U1313,56,student,9982,353,high,Pune,2025-10-11 22:39:56.921426
U1314,55,salaried,75968,564,high,Delhi,2024-05-15 22:39:56.921426
U1315,19,salaried,80748,497,high,Bangalore,2021-04-01 22:39:56.921426
U1316,22,self-employed,133265,693,medium,Bangalore,2021-05-15 22:39:56.921426
U1317,23,student,18455,366,high,Hyderabad,2021-04-14 22:39:56.921426
U1318,27,salaried,114700,631,medium,Bangalore,2024-07-25 22:39:56.921426
U1319,40,self-employed,137642,690,medium,Hyderabad,2025-05-20 22:39:56.921426
U1320,29,student,11493,302,high,Delhi,2023-01-22 22:39:56.921426
U1321,40,student,12396,325,high,Pune,2023-07-19 22:39:56.921426
U1322,29,student,16727,347,high,Pune,2023-11-07 22:39:56.921426
U1323,25,self-employed,147381,771,low,Pune,2022-08-25 22:39:56.921426
U1324,39,salaried,109180,617,medium,Delhi,2025-04-29 22:39:56.921426
U1325,41,self-employed,130667,667,medium,Delhi,2021-11-04 22:39:56.921426
U1326,27,student,13556,326,high,Kanpur,2024-09-17 22:39:56.921426
U1327,41,student,17083,334,high,Delhi,2024-11-14 22:39:56.921426
U1328,47,student,8408,342,high,Pune,2024-02-18 22:39:56.921426
U1329,49,salaried,83935,577,high,Mumbai,2023-03-09 22:39:56.921426
U1330,33,salaried,73143,554,high,Kanpur,2024-07-27 22:39:56.921426
U1331,46,self-employed,182412,818,low,Bangalore,2020-12-18 22:39:56.921426
U1332,31,self-employed,29985,348,high,Pune,2021-01-11 22:39:56.921426
U1333,33,student,14547,300,high,Pune,2023-11-14 22:39:56.921426
